,SegmentR,PEPR,AgeR,TimeRelationR,IncomeSourceR,ActivityR,NationalityR,CommonAddR,ProductTR,SubproductR,OperationTR,MonetaryInstR,DivisaR,ChannelR,OperabilitySR,OGoverR,SARR,VMR,VOR,SumSeR,SumReR,RSR,AAR,SendingNumR,ReceivingNumR,StateOpeR,StateResR,MunOpeR,MunResR,CountryR
24193,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,25,25,5,10,20,5,20,20,15,5,10
24194,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,25,25,5,30,5,5,30,10,15,5,10
24195,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,40,25,5,5,10,20,5,30,10,15,5,10
24196,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,5,5,5,30,20,20,30,20,15,5,10
24197,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,5,25,5,10,20,20,30,20,15,5,10
24198,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,25,25,25,30,20,5,30,10,15,5,10
24199,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,40,25,5,25,30,5,20,30,20,15,5,10
24200,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,5,5,5,30,20,5,30,10,15,5,10
24201,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,25,25,5,30,20,20,30,20,15,5,10
24202,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,5,25,5,30,20,5,30,20,15,5,10
24203,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,5,5,5,10,5,5,20,10,15,5,10
24204,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,20,25,5,5,10,20,20,30,10,15,5,10
24205,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,5,25,5,10,20,20,30,20,15,5,10
24206,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,5,5,5,10,20,20,20,10,15,5,10
24207,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,25,25,5,30,20,20,20,10,15,5,10
24208,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,40,25,25,25,10,20,20,20,10,15,5,10
24209,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,5,5,25,10,20,20,30,20,15,5,10
24210,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,25,25,5,10,5,20,30,10,15,5,10
24211,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,5,25,25,10,5,5,30,10,15,5,10
24212,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,5,5,5,10,20,5,20,20,15,5,10
24213,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,5,5,25,10,20,5,30,20,15,5,10
24214,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,25,5,25,10,20,5,30,20,15,5,10
24215,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,5,5,5,30,5,20,30,10,15,5,10
24216,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,40,5,25,25,30,5,20,20,20,15,5,10
24217,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,20,25,5,25,10,5,5,20,20,15,5,10
24218,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,5,25,5,10,5,5,20,20,15,5,10
24219,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,40,5,5,5,10,5,20,30,10,15,5,10
24220,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,40,25,25,5,30,5,5,30,20,15,5,10
24221,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,40,25,25,5,10,5,20,20,10,15,5,10
24222,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,25,5,25,10,20,20,20,10,15,5,10
24223,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,25,25,25,30,20,20,20,20,15,5,10
24224,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,5,5,25,10,20,5,30,20,15,5,10
24225,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,25,5,5,10,5,5,30,10,15,5,10
24226,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,5,25,5,10,20,5,30,20,15,5,10
24227,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,5,5,5,10,20,5,30,20,15,5,10
24228,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,25,25,5,10,20,20,30,20,15,5,10
24229,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,40,25,25,25,30,20,5,20,20,15,5,10
24230,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,40,5,5,5,30,20,20,20,20,15,5,10
24231,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,25,5,25,30,20,20,20,20,15,5,10
24232,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,5,5,5,10,20,20,20,20,15,5,10
24233,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,25,25,25,30,20,20,20,10,15,5,10
24234,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,25,5,25,30,20,20,20,10,15,5,10
24235,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,25,25,5,10,20,5,30,10,15,5,10
24236,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,25,25,5,30,5,20,20,20,15,5,10
24237,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,5,5,5,30,20,5,30,10,15,5,10
24238,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,25,25,25,30,5,5,30,10,15,5,10
24239,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,25,25,5,10,20,5,30,20,15,5,10
24240,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,25,5,25,10,20,5,30,20,15,5,10
24241,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,40,25,25,25,30,20,5,20,20,15,5,10
24242,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,5,25,5,10,20,20,20,20,15,5,10
24243,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,25,25,25,30,5,20,30,10,15,5,10
24244,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,25,5,5,10,5,5,30,20,15,5,10
24245,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,5,5,5,10,20,20,30,10,15,5,10
24246,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,40,25,25,25,10,5,20,20,10,15,5,10
24247,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,25,5,5,30,20,5,30,10,15,5,10
24248,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,5,5,25,30,20,20,20,10,15,5,10
24249,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,5,5,5,30,20,5,30,20,15,5,10
24250,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,5,5,5,10,5,20,20,10,15,5,10
24251,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,5,25,5,10,5,20,30,10,15,5,10
24252,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,25,5,5,30,5,20,20,20,15,5,10
24253,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,25,5,5,10,20,20,20,10,15,5,10
24254,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,25,5,5,30,5,20,20,20,15,5,10
24255,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,25,25,5,30,5,20,30,10,15,5,10
24256,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,25,5,25,10,5,5,30,20,15,5,10
24257,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,5,25,25,10,20,20,20,20,15,5,10
24258,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,40,5,5,5,10,20,20,20,20,15,5,10
24259,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,5,5,5,30,20,5,20,20,15,5,10
24260,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,25,5,5,10,20,20,30,10,15,5,10
24261,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,40,25,5,5,10,5,5,20,10,15,5,10
24262,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,5,5,25,10,5,5,30,20,15,5,10
24263,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,5,5,25,10,5,5,20,20,15,5,10
24264,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,5,25,25,30,20,20,20,20,15,5,10
24265,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,5,25,5,10,5,20,30,10,15,5,10
24266,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,40,5,5,25,30,5,20,30,20,15,5,10
24267,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,5,5,5,30,5,20,30,10,15,5,10
24268,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,5,5,25,30,5,5,20,10,15,5,10
24269,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,25,5,5,30,5,20,20,20,15,5,10
24270,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,25,25,5,30,5,20,20,10,15,5,10
24271,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,5,5,25,10,5,20,30,20,15,5,10
24272,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,5,5,25,10,5,20,30,10,15,5,10
24273,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,5,25,25,30,5,20,30,10,15,5,10
24274,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,25,25,25,30,20,5,30,20,15,5,10
24275,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,5,5,5,10,5,5,30,20,15,5,10
24276,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,25,25,25,10,20,20,20,20,15,5,10
24277,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,5,25,5,30,20,20,30,10,15,5,10
24278,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,40,25,25,5,10,5,20,30,20,15,5,10
24279,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,25,25,25,30,20,5,20,10,15,5,10
24280,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,40,25,25,5,10,5,5,20,10,15,5,10
24281,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,5,5,25,30,20,5,20,20,15,5,10
24282,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,25,25,25,10,5,5,30,10,15,5,10
24283,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,40,25,5,5,30,20,20,30,10,15,5,10
24284,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,5,5,25,10,20,5,20,10,15,5,10
24285,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,5,5,5,10,20,5,30,20,15,5,10
24286,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,5,25,25,10,20,5,20,10,15,5,10
24287,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,25,25,5,10,20,20,20,20,15,5,10
24288,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,25,25,25,30,5,20,20,10,15,5,10
24289,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,40,5,5,25,10,20,5,20,10,15,5,10
24290,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,5,25,25,30,5,20,20,20,15,5,10
24291,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,5,25,25,30,5,20,30,20,15,5,10
24292,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,25,5,5,30,5,5,30,20,15,5,10
24293,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,5,5,25,30,20,5,20,20,15,5,10
24294,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,5,5,5,30,5,20,30,20,15,5,10
24295,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,25,25,25,10,20,5,30,20,15,5,10
24296,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,40,25,25,5,10,20,5,20,20,15,5,10
24297,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,25,5,5,10,20,20,30,10,15,5,10
24298,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,5,25,5,30,20,20,30,20,15,5,10
24299,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,25,5,25,30,20,5,30,20,15,5,10
24300,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,5,5,5,10,5,5,30,20,15,5,10
24301,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,5,5,5,10,20,5,20,10,15,5,10
24302,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,25,5,25,10,20,20,30,20,15,5,10
24303,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,25,5,5,30,5,5,30,20,15,5,10
24304,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,5,25,5,10,5,5,20,20,15,5,10
24305,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,5,25,5,10,20,20,30,20,15,5,10
24306,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,25,25,5,30,5,5,30,20,15,5,10
24307,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,5,25,25,30,5,5,30,20,15,5,10
24308,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,5,5,5,30,20,20,20,20,15,5,10
24309,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,5,25,5,30,20,20,20,10,15,5,10
24310,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,5,5,25,30,20,5,20,10,15,5,10
24311,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,5,25,5,10,5,20,20,20,15,5,10
24312,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,25,5,25,10,5,5,30,10,15,5,10
24313,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,5,25,25,30,5,20,30,10,15,5,10
24314,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,25,5,25,10,5,20,30,10,15,5,10
24315,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,5,5,25,30,20,5,30,10,15,5,10
24316,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,25,5,25,30,5,5,20,10,15,5,10
24317,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,25,5,5,30,5,5,30,10,15,5,10
24318,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,40,25,25,5,10,5,5,20,20,15,5,10
24319,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,40,25,5,25,30,5,20,30,20,15,5,10
24320,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,25,5,25,30,5,5,20,20,15,5,10
24321,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,20,25,25,5,30,20,5,30,20,15,5,10
24322,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,25,5,5,30,5,5,30,10,15,5,10
24323,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,40,25,5,25,30,20,5,30,20,15,5,10
24324,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,5,25,5,30,5,20,20,20,15,5,10
24325,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,25,25,25,10,5,20,20,10,15,5,10
24326,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,5,5,25,30,5,20,30,10,15,5,10
24327,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,5,5,25,10,5,20,20,10,15,5,10
24328,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,5,5,25,10,20,20,20,20,15,5,10
24329,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,40,25,5,5,10,5,5,30,10,15,5,10
24330,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,40,5,25,25,10,20,20,30,20,15,5,10
24331,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,5,25,5,10,5,5,20,20,15,5,10
24332,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,40,25,25,5,10,20,5,20,20,15,5,10
24333,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,40,5,25,25,30,5,20,30,10,15,5,10
24334,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,5,25,25,10,5,20,20,10,15,5,10
24335,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,25,5,5,30,20,20,30,10,15,5,10
24336,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,25,5,25,30,20,20,20,20,15,5,10
24337,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,5,5,5,30,5,20,20,10,15,5,10
24338,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,5,25,25,10,5,5,20,20,15,5,10
24339,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,5,25,25,30,5,5,30,10,15,5,10
24340,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,5,25,5,10,20,20,20,10,15,5,10
24341,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,5,25,5,30,5,20,20,10,15,5,10
24342,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,25,25,5,30,5,5,30,10,15,5,10
24343,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,5,25,5,30,5,20,20,20,15,5,10
24344,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,20,25,5,5,10,5,5,20,20,15,5,10
24345,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,40,5,25,25,10,20,20,30,20,15,5,10
24346,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,5,25,5,30,20,20,20,10,15,5,10
24347,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,40,5,25,5,30,5,5,20,20,15,5,10
24348,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,5,25,25,30,20,20,30,10,15,5,10
24349,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,5,25,5,30,20,20,20,10,15,5,10
24350,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,40,5,25,25,10,5,20,30,20,15,5,10
24351,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,25,25,5,30,5,20,20,20,15,5,10
24352,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,25,5,5,10,5,20,20,10,15,5,10
24353,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,25,25,5,10,5,20,30,20,15,5,10
24354,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,25,5,5,10,20,20,30,20,15,5,10
24355,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,25,5,5,30,20,5,30,20,15,5,10
24356,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,5,25,5,30,20,20,30,10,15,5,10
24357,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,25,25,5,10,20,20,30,20,15,5,10
24358,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,25,25,25,30,20,20,20,10,15,5,10
24359,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,40,25,25,25,10,5,5,30,20,15,5,10
24360,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,5,25,5,30,5,20,20,20,15,5,10
24361,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,5,25,25,10,20,20,30,20,15,5,10
24362,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,40,5,25,25,30,5,5,30,10,15,5,10
24363,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,20,5,5,5,10,20,5,20,10,15,5,10
24364,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,5,5,25,10,5,5,30,20,15,5,10
24365,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,25,25,25,10,20,5,20,20,15,5,10
24366,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,5,25,25,30,20,5,30,10,15,5,10
24367,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,40,5,25,25,10,5,20,30,10,15,5,10
24368,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,5,25,25,10,20,20,20,10,15,5,10
24369,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,25,25,25,10,20,5,30,20,15,5,10
24370,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,25,5,25,10,5,20,20,10,15,5,10
24371,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,5,5,25,10,20,20,30,20,15,5,10
24372,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,5,25,5,10,5,20,20,20,15,5,10
24373,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,5,5,25,30,20,5,30,10,15,5,10
24374,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,40,5,25,25,10,20,5,30,20,15,5,10
24375,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,25,5,5,10,20,20,30,10,15,5,10
24376,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,40,5,5,5,10,20,20,20,20,15,5,10
24377,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,5,25,5,10,5,20,30,10,15,5,10
24378,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,25,25,5,30,5,5,30,10,15,5,10
24379,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,40,5,25,25,30,5,20,30,10,15,5,10
24380,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,40,5,5,25,10,5,5,20,20,15,5,10
24381,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,25,5,25,30,20,20,20,20,15,5,10
24382,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,20,5,25,5,30,5,20,30,10,15,5,10
24383,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,25,25,5,10,5,20,20,20,15,5,10
24384,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,25,5,5,10,20,5,20,10,15,5,10
24385,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,5,25,5,30,20,20,30,20,15,5,10
24386,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,5,5,5,10,5,20,20,20,15,5,10
24387,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,5,25,5,10,20,5,20,20,15,5,10
24388,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,5,25,5,30,5,5,20,20,15,5,10
24389,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,40,5,25,5,30,20,5,20,10,15,5,10
24390,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,40,25,5,25,10,5,5,20,10,15,5,10
24391,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,5,25,5,30,20,5,30,10,15,5,10
24392,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,25,5,25,30,5,20,30,20,15,5,10
24393,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,5,5,5,30,5,20,30,10,15,5,10
24394,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,5,5,5,30,20,5,20,10,15,5,10
24395,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,5,25,5,30,5,20,30,20,15,5,10
24396,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,20,25,5,5,30,5,20,30,10,15,5,10
24397,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,5,5,25,30,20,20,20,20,15,5,10
24398,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,5,5,5,10,5,5,20,10,15,5,10
24399,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,25,25,25,30,20,20,30,10,15,5,10
24400,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,25,5,5,30,20,5,30,20,15,5,10
24401,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,25,25,25,30,5,20,20,20,15,5,10
24402,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,5,5,5,10,20,5,30,20,15,5,10
24403,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,5,25,25,30,5,5,20,10,15,5,10
24404,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,25,25,5,30,5,5,20,10,15,5,10
24405,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,5,25,25,30,20,20,20,20,15,5,10
24406,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,5,5,5,30,20,20,30,20,15,5,10
24407,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,5,25,25,10,20,5,30,10,15,5,10
24408,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,5,25,25,30,5,5,30,20,15,5,10
24409,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,5,25,25,30,20,5,30,10,15,5,10
24410,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,40,25,25,25,10,5,20,30,20,15,5,10
24411,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,5,5,25,10,5,5,30,20,15,5,10
